"gene"	"adj.pval.TimePoint"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g166540"	0.00368678702321931	"Scaffold_07"	37922111	37948121	"O42196"	"DNJC5_XENLA"	"DnaJ homolog subfamily C member 5 (Cysteine string protein) (CSP) (Xcsp)"	"GO:0016020"	"membrane [GO:0016020]"
"PGEN_.00g348620"	0.00383098051488029	"Scaffold_18"	25403332	25420994	"Q4N4N8"	"TXND_THEPA"	"Thioredoxin domain-containing protein (Membrane protein 23) (mp23)"	"GO:0005623; GO:0005789; GO:0016021; GO:0045454"	"cell [GO:0005623]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; cell redox homeostasis [GO:0045454]"
"PGEN_.00g100120"	0.00387351492863178	"Scaffold_04"	56029434	56082091	"Q8NFP9"	"NBEA_HUMAN"	"Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B)"	"GO:0005802; GO:0005829; GO:0005886; GO:0008104; GO:0012505; GO:0019901"	"cytosol [GO:0005829]; endomembrane system [GO:0012505]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; protein kinase binding [GO:0019901]; protein localization [GO:0008104]"
"PGEN_.00g221570"	0.00387392693993968	"Scaffold_10"	45456359	45467049	NA	NA	NA	NA	NA
"PGEN_.00g192200"	0.00390106428267914	"Scaffold_09"	2774862	2784531	"Q5ZK63"	"TCP4_CHICK"	"Activated RNA polymerase II transcriptional coactivator p15 (SUB1 homolog)"	"GO:0003677; GO:0003713; GO:0005634; GO:0005667; GO:0060261"	"nucleus [GO:0005634]; transcription factor complex [GO:0005667]; DNA binding [GO:0003677]; transcription coactivator activity [GO:0003713]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]"
"PGEN_.00g208650"	0.00411221778850341	"Scaffold_10"	11503481	11526626	NA	NA	NA	NA	NA
"PGEN_.00g284780"	0.004187364001392	"Scaffold_14"	21103586	21136085	"P45448"	"NR5A2_MOUSE"	"Nuclear receptor subfamily 5 group A member 2 (Liver receptor homolog 1) (LRH-1)"	"GO:0000976; GO:0000978; GO:0001228; GO:0003677; GO:0003682; GO:0003690; GO:0003700; GO:0003707; GO:0004879; GO:0005543; GO:0005634; GO:0005737; GO:0005829; GO:0006355; GO:0008206; GO:0008270; GO:0009755; GO:0009888; GO:0030855; GO:0031018; GO:0042127; GO:0042632; GO:0043565; GO:0044212; GO:0045070; GO:0045893; GO:0045944; GO:0061113; GO:0090575; GO:0097720; GO:1990830"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; nuclear receptor activity [GO:0004879]; phospholipid binding [GO:0005543]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]; bile acid metabolic process [GO:0008206]; calcineurin-mediated signaling [GO:0097720]; cellular response to leukemia inhibitory factor [GO:1990830]; cholesterol homeostasis [GO:0042632]; endocrine pancreas development [GO:0031018]; epithelial cell differentiation [GO:0030855]; hormone-mediated signaling pathway [GO:0009755]; pancreas morphogenesis [GO:0061113]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of viral genome replication [GO:0045070]; regulation of cell population proliferation [GO:0042127]; regulation of transcription, DNA-templated [GO:0006355]; tissue development [GO:0009888]"
"PGEN_.00g165030"	0.00418959812823823	"Scaffold_07"	33551647	33605366	"P04818"	"TYSY_HUMAN"	"Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)"	"GO:0000083; GO:0000166; GO:0000900; GO:0004799; GO:0005542; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006231; GO:0006235; GO:0007568; GO:0007623; GO:0015949; GO:0017148; GO:0019088; GO:0019860; GO:0032259; GO:0032570; GO:0033189; GO:0034097; GO:0035999; GO:0042803; GO:0045471; GO:0046078; GO:0046683; GO:0048037; GO:0048589; GO:0051216; GO:0051384; GO:0051593; GO:0060574; GO:0071897; GO:0097421; GO:1990825"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; cofactor binding [GO:0048037]; folic acid binding [GO:0005542]; nucleotide binding [GO:0000166]; protein homodimerization activity [GO:0042803]; sequence-specific mRNA binding [GO:1990825]; thymidylate synthase activity [GO:0004799]; translation repressor activity, mRNA regulatory element binding [GO:0000900]; aging [GO:0007568]; cartilage development [GO:0051216]; circadian rhythm [GO:0007623]; developmental growth [GO:0048589]; DNA biosynthetic process [GO:0071897]; dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; dUMP metabolic process [GO:0046078]; immortalization of host cell by virus [GO:0019088]; intestinal epithelial cell maturation [GO:0060574]; liver regeneration [GO:0097421]; methylation [GO:0032259]; negative regulation of translation [GO:0017148]; nucleobase-containing small molecule interconversion [GO:0015949]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]; response to cytokine [GO:0034097]; response to ethanol [GO:0045471]; response to folic acid [GO:0051593]; response to glucocorticoid [GO:0051384]; response to organophosphorus [GO:0046683]; response to progesterone [GO:0032570]; response to vitamin A [GO:0033189]; tetrahydrofolate interconversion [GO:0035999]; uracil metabolic process [GO:0019860]"
"PGEN_.00g044240"	0.00421422823265838	"Scaffold_02"	31162154	31185425	"Q9UPT9"	"UBP22_HUMAN"	"Ubiquitin carboxyl-terminal hydrolase 22 (EC 3.4.19.12) (Deubiquitinating enzyme 22) (Ubiquitin thioesterase 22) (Ubiquitin-specific-processing protease 22)"	"GO:0000124; GO:0003713; GO:0004843; GO:0005654; GO:0006511; GO:0007049; GO:0008270; GO:0009792; GO:0016574; GO:0016578; GO:0016579; GO:0019899; GO:0030374; GO:0043967; GO:0045893; GO:0045931"	"nucleoplasm [GO:0005654]; SAGA complex [GO:0000124]; enzyme binding [GO:0019899]; nuclear receptor transcription coactivator activity [GO:0030374]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]; cell cycle [GO:0007049]; embryo development ending in birth or egg hatching [GO:0009792]; histone deubiquitination [GO:0016578]; histone H4 acetylation [GO:0043967]; histone ubiquitination [GO:0016574]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of transcription, DNA-templated [GO:0045893]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"PGEN_.00g064740"	0.00421422823265838	"Scaffold_03"	18809878	18851487	"Q5F471"	"PP6R3_CHICK"	"Serine/threonine-protein phosphatase 6 regulatory subunit 3 (SAPS domain family member 3)"	"GO:0019903; GO:0043666"	"protein phosphatase binding [GO:0019903]; regulation of phosphoprotein phosphatase activity [GO:0043666]"
"PGEN_.00g199920"	0.00421890399289009	"Scaffold_09"	26251086	26278614	"P20000"	"ALDH2_BOVIN"	"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)"	"GO:0004029; GO:0005759; GO:0006068; GO:0043878; GO:0051287"	"mitochondrial matrix [GO:0005759]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]; NAD binding [GO:0051287]; ethanol catabolic process [GO:0006068]"
"PGEN_.00g070780"	0.00426926255803528	"Scaffold_03"	35803007	35838929	NA	NA	NA	NA	NA
"PGEN_.00g177130"	0.00461232425829029	"Scaffold_08"	24508625	24619344	NA	NA	NA	NA	NA
"PGEN_.00g211360"	0.00467897075891241	"Scaffold_10"	19115289	19174093	"Q9BXW9"	"FACD2_HUMAN"	"Fanconi anemia group D2 protein (Protein FACD2)"	"GO:0000793; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006281; GO:0007129; GO:0007276; GO:0010332; GO:0016604; GO:0034599; GO:0036297; GO:0045589; GO:0048854; GO:0050727; GO:0051090; GO:0070182; GO:0097150; GO:2000348"	"condensed chromosome [GO:0000793]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA polymerase binding [GO:0070182]; brain morphogenesis [GO:0048854]; cellular response to oxidative stress [GO:0034599]; DNA repair [GO:0006281]; gamete generation [GO:0007276]; interstrand cross-link repair [GO:0036297]; neuronal stem cell population maintenance [GO:0097150]; regulation of CD40 signaling pathway [GO:2000348]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of inflammatory response [GO:0050727]; regulation of regulatory T cell differentiation [GO:0045589]; response to gamma radiation [GO:0010332]; synapsis [GO:0007129]"
"PGEN_.00g329640"	0.00476068746182557	"Scaffold_17"	7056785	7059045	NA	NA	NA	NA	NA
"PGEN_.00g194220"	0.0048109585963393	"Scaffold_09"	8925013	8925471	NA	NA	NA	NA	NA
"PGEN_.00g221860"	0.00496489565750591	"Scaffold_10"	46295342	46296058	NA	NA	NA	NA	NA
"PGEN_.00g049680"	0.0050508277208605	"Scaffold_02"	45747550	45783679	"Q460N5"	"PAR14_HUMAN"	"Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)"	"GO:0003950; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006471; GO:0010629; GO:0016020; GO:0019899; GO:0042531; GO:0042532; GO:0045087; GO:0060336; GO:0070212; GO:0070403; GO:0140289; GO:1902216; GO:1990404"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; enzyme binding [GO:0019899]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD+ binding [GO:0070403]; protein ADP-ribosylase activity [GO:1990404]; innate immune response [GO:0045087]; negative regulation of gene expression [GO:0010629]; negative regulation of interferon-gamma-mediated signaling pathway [GO:0060336]; negative regulation of tyrosine phosphorylation of STAT protein [GO:0042532]; positive regulation of interleukin-4-mediated signaling pathway [GO:1902216]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; protein ADP-ribosylation [GO:0006471]; protein mono-ADP-ribosylation [GO:0140289]; protein poly-ADP-ribosylation [GO:0070212]"
"PGEN_.00g006120"	0.00508895838628003	"Scaffold_01"	15441130	15455918	NA	NA	NA	NA	NA
"PGEN_.00g214940"	0.00534089550656546	"Scaffold_10"	28894026	28908168	"H3BNL1"	"CC084_HUMAN"	"Uncharacterized protein C3orf84"	""	""
"PGEN_.00g321190"	0.00562855463760508	"Scaffold_16"	14739729	14789048	"Q8JZW5"	"SH2D5_MOUSE"	"SH2 domain-containing protein 5"	"GO:0014069; GO:0030054"	"cell junction [GO:0030054]; postsynaptic density [GO:0014069]"
"PGEN_.00g221340"	0.00581352572131656	"Scaffold_10"	45153150	45155085	NA	NA	NA	NA	NA
"PGEN_.00g077490"	0.00582306164421497	"Scaffold_03"	55475176	55489738	NA	NA	NA	NA	NA
"PGEN_.00g120700"	0.00582306164421497	"Scaffold_05"	46074700	46100139	"Q6P132"	"TXB1B_DANRE"	"Tax1-binding protein 1 homolog B"	"GO:0006915; GO:0046872"	"metal ion binding [GO:0046872]; apoptotic process [GO:0006915]"
"PGEN_.00g273070"	0.00587187688017902	"Scaffold_13"	36675770	36703003	NA	NA	NA	NA	NA
"PGEN_.00g096230"	0.00589073914429618	"Scaffold_04"	46322021	46334683	NA	NA	NA	NA	NA
"PGEN_.00g293980"	0.00592829091066166	"Scaffold_14"	40343126	40357058	"Q8NCH0"	"CHSTE_HUMAN"	"Carbohydrate sulfotransferase 14 (EC 2.8.2.35) (Dermatan 4-sulfotransferase 1) (D4ST-1) (hD4ST1)"	"GO:0000139; GO:0001537; GO:0008146; GO:0016021; GO:0016051; GO:0030208; GO:0042301; GO:0050655; GO:0070062"	"extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; N-acetylgalactosamine 4-O-sulfotransferase activity [GO:0001537]; phosphate ion binding [GO:0042301]; sulfotransferase activity [GO:0008146]; carbohydrate biosynthetic process [GO:0016051]; dermatan sulfate biosynthetic process [GO:0030208]; dermatan sulfate proteoglycan metabolic process [GO:0050655]"
"PGEN_.00g062630"	0.00594560639660004	"Scaffold_03"	13089701	13121485	"A0JMD4"	"TPC2_DANRE"	"Two pore calcium channel protein 2 (Voltage-dependent calcium channel protein TPC2)"	"GO:0005245; GO:0005623; GO:0005764; GO:0005765; GO:0006939; GO:0014866; GO:0016021; GO:0019722; GO:0034765; GO:0072345; GO:2000290"	"cell [GO:0005623]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; NAADP-sensitive calcium-release channel activity [GO:0072345]; voltage-gated calcium channel activity [GO:0005245]; calcium-mediated signaling [GO:0019722]; regulation of ion transmembrane transport [GO:0034765]; regulation of myotome development [GO:2000290]; skeletal myofibril assembly [GO:0014866]; smooth muscle contraction [GO:0006939]"
"PGEN_.00g070040"	0.00604729320448924	"Scaffold_03"	33449408	33481486	"Q9U943"	"APLP_LOCMI"	"Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]"	"GO:0005319; GO:0005576; GO:0008289; GO:0016055"	"extracellular region [GO:0005576]; lipid binding [GO:0008289]; lipid transporter activity [GO:0005319]; Wnt signaling pathway [GO:0016055]"
"PGEN_.00g069490"	0.00610612349599847	"Scaffold_03"	32229001	32231743	"P16373"	"ZFP59_MOUSE"	"Zinc finger protein 59 (Zfp-59) (Zinc finger protein Mfg-2)"	"GO:0003677; GO:0005634; GO:0006355; GO:0046872"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g071250"	0.00619477844995225	"Scaffold_03"	37331844	37332371	NA	NA	NA	NA	NA
"PGEN_.00g022890"	0.00622323505352771	"Scaffold_01"	62643864	62691354	NA	NA	NA	NA	NA
"PGEN_.00g127730"	0.00622323505352771	"Scaffold_05"	63820705	63866981	"Q9VQH2"	"DUOX_DROME"	"Dual oxidase (EC 1.11.1.-) (EC 1.6.3.1)"	"GO:0002385; GO:0004601; GO:0005509; GO:0005886; GO:0006952; GO:0006979; GO:0007476; GO:0008365; GO:0009611; GO:0012505; GO:0016174; GO:0016175; GO:0019221; GO:0020037; GO:0035220; GO:0042335; GO:0042554; GO:0042742; GO:0042744; GO:0043020; GO:0043066; GO:0048085; GO:0050665; GO:0051591; GO:0055114; GO:0072593"	"endomembrane system [GO:0012505]; NADPH oxidase complex [GO:0043020]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; heme binding [GO:0020037]; NAD(P)H oxidase activity [GO:0016174]; peroxidase activity [GO:0004601]; superoxide-generating NADPH oxidase activity [GO:0016175]; adult chitin-based cuticle development [GO:0008365]; adult chitin-containing cuticle pigmentation [GO:0048085]; cuticle development [GO:0042335]; cytokine-mediated signaling pathway [GO:0019221]; defense response [GO:0006952]; defense response to bacterium [GO:0042742]; hydrogen peroxide biosynthetic process [GO:0050665]; hydrogen peroxide catabolic process [GO:0042744]; imaginal disc-derived wing morphogenesis [GO:0007476]; mucosal immune response [GO:0002385]; negative regulation of apoptotic process [GO:0043066]; oxidation-reduction process [GO:0055114]; reactive oxygen species metabolic process [GO:0072593]; response to cAMP [GO:0051591]; response to oxidative stress [GO:0006979]; response to wounding [GO:0009611]; superoxide anion generation [GO:0042554]; wing disc development [GO:0035220]"
"PGEN_.00g145060"	0.00623401172909793	"Scaffold_06"	41460608	41470773	NA	NA	NA	NA	NA
"PGEN_.00g061060"	0.00629024899249172	"Scaffold_03"	8856733	8913809	"O14514"	"AGRB1_HUMAN"	"Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"	"GO:0001530; GO:0001786; GO:0001891; GO:0004930; GO:0005615; GO:0005886; GO:0005887; GO:0005911; GO:0005925; GO:0006910; GO:0007155; GO:0007165; GO:0007166; GO:0007186; GO:0007189; GO:0007409; GO:0007422; GO:0007517; GO:0008285; GO:0010596; GO:0014069; GO:0016021; GO:0016525; GO:0030165; GO:0030425; GO:0031397; GO:0042177; GO:0043197; GO:0043277; GO:0043652; GO:0045087; GO:0048167; GO:0048471; GO:0050829; GO:0051965; GO:1901741; GO:1903428"	"cell-cell junction [GO:0005911]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; G protein-coupled receptor activity [GO:0004930]; lipopolysaccharide binding [GO:0001530]; PDZ domain binding [GO:0030165]; phosphatidylserine binding [GO:0001786]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; apoptotic cell clearance [GO:0043277]; axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; cell surface receptor signaling pathway [GO:0007166]; defense response to Gram-negative bacterium [GO:0050829]; engulfment of apoptotic cell [GO:0043652]; G protein-coupled receptor signaling pathway [GO:0007186]; innate immune response [GO:0045087]; muscle organ development [GO:0007517]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein ubiquitination [GO:0031397]; peripheral nervous system development [GO:0007422]; phagocytosis, recognition [GO:0006910]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; positive regulation of synapse assembly [GO:0051965]; regulation of synaptic plasticity [GO:0048167]; signal transduction [GO:0007165]"
