"gene"	"adj.pval.treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g269250"	0.0123077930507527	"Scaffold_13"	26552097	26588309	"Q9JJK2"	"LANC2_MOUSE"	"LanC-like protein 2 (Testis-specific adriamycin sensitivity protein)"	"GO:0003824; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0009789; GO:0010314; GO:0030864; GO:0032266; GO:0045892; GO:0070273"	"cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; catalytic activity [GO:0003824]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of abscisic acid-activated signaling pathway [GO:0009789]"
"PGEN_.00g070630"	0.0123137023790048	"Scaffold_03"	35313437	35320513	"Q2TBS9"	"SMU1_BOVIN"	"WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]"	"GO:0000381; GO:0000398; GO:0005634; GO:0005737; GO:0008380; GO:0016607; GO:0071005"	"cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]"
"PGEN_.00g274790"	0.0123137023790048	"Scaffold_13"	41497081	41514601	NA	NA	NA	NA	NA
"PGEN_.00g111670"	0.0125760268109334	"Scaffold_05"	20031909	20049836	"Q9H892"	"TTC12_HUMAN"	"Tetratricopeptide repeat protein 12 (TPR repeat protein 12)"	"GO:0005813"	"centrosome [GO:0005813]"
"PGEN_.00g175660"	0.0125760268109334	"Scaffold_08"	20500779	20535991	"Q9BZ19"	"ANR60_HUMAN"	"Ankyrin repeat domain-containing protein 60"	""	""
"PGEN_.00g144300"	0.0129153498106734	"Scaffold_06"	39219154	39219912	NA	NA	NA	NA	NA
"PGEN_.00g199470"	0.0130737440591163	"Scaffold_09"	24772356	24784831	"Q8TB03"	"CX038_HUMAN"	"Uncharacterized protein CXorf38"	""	""
"PGEN_.00g050270"	0.0131643572317723	"Scaffold_02"	47462804	47517164	"P59759"	"MRTFB_MOUSE"	"Myocardin-related transcription factor B (MRTF-B) (MKL/myocardin-like protein 2)"	"GO:0001701; GO:0001764; GO:0001889; GO:0003007; GO:0003700; GO:0003713; GO:0003779; GO:0005634; GO:0005737; GO:0007507; GO:0007517; GO:0010467; GO:0010468; GO:0030036; GO:0030900; GO:0031175; GO:0045844; GO:0045893; GO:0045944; GO:0048514; GO:0048568; GO:0048738; GO:0051145"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]; actin binding [GO:0003779]; DNA-binding transcription factor activity [GO:0003700]; transcription coactivator activity [GO:0003713]; actin cytoskeleton organization [GO:0030036]; blood vessel morphogenesis [GO:0048514]; cardiac muscle tissue development [GO:0048738]; embryonic organ development [GO:0048568]; forebrain development [GO:0030900]; gene expression [GO:0010467]; heart development [GO:0007507]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; liver development [GO:0001889]; muscle organ development [GO:0007517]; neuron migration [GO:0001764]; neuron projection development [GO:0031175]; positive regulation of striated muscle tissue development [GO:0045844]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of gene expression [GO:0010468]; smooth muscle cell differentiation [GO:0051145]"
"PGEN_.00g245320"	0.0131643572317723	"Scaffold_12"	7767469	7788747	"Q6NSI3"	"FA53A_HUMAN"	"Protein FAM53A (Dorsal neural-tube nuclear protein)"	"GO:0005634; GO:0006606"	"nucleus [GO:0005634]; protein import into nucleus [GO:0006606]"
"PGEN_.00g096230"	0.0131753698030081	"Scaffold_04"	46322021	46334683	NA	NA	NA	NA	NA
"PGEN_.00g340570"	0.0131753698030081	"Scaffold_18"	4412578	4468419	NA	NA	NA	NA	NA
"PGEN_.00g213500"	0.0131899322867365	"Scaffold_10"	24757026	24779906	"P9WQE8"	"PHAS_MYCTO"	"Phthioceranic/hydroxyphthioceranic acid synthase (EC 2.3.1.-) (Polyketide synthase pks2)"	"GO:0006633; GO:0016491; GO:0016746; GO:0031177"	"oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]; transferase activity, transferring acyl groups [GO:0016746]; fatty acid biosynthetic process [GO:0006633]"
"PGEN_.00g053670"	0.0132096150909837	"Scaffold_02"	56436280	56447952	"P80010"	"PLMN_HORSE"	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Plasmin light chain B] (Fragment)"	"GO:0004252; GO:0005576; GO:0007596; GO:0042730; GO:0048771"	"extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; tissue remodeling [GO:0048771]"
"PGEN_.00g264390"	0.0133923150527227	"Scaffold_13"	12820637	12824774	NA	NA	NA	NA	NA
"PGEN_.00g329240"	0.013463467831867	"Scaffold_17"	6007570	6010893	"Q9UII5"	"ZN107_HUMAN"	"Zinc finger protein 107 (Zinc finger protein 588) (Zinc finger protein ZFD25)"	"GO:0003677; GO:0005634; GO:0046872"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]"
"PGEN_.00g229990"	0.0138388551418161	"Scaffold_11"	16720894	16732070	"Q8R0M8"	"MOT5_MOUSE"	"Monocarboxylate transporter 5 (MCT 5)"	"GO:0005886; GO:0008028; GO:0015293; GO:0016021"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; symporter activity [GO:0015293]"
"PGEN_.00g005280"	0.0139402452378385	"Scaffold_01"	13451900	13458859	"P10394"	"POL4_DROME"	"Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]"
"PGEN_.00g229850"	0.0139809514196122	"Scaffold_11"	16219053	16240020	NA	NA	NA	NA	NA
"PGEN_.00g087310"	0.0140986028632636	"Scaffold_04"	22179186	22194544	"F7J220"	"SRCR1_PATPE"	"Scavenger receptor cysteine-rich domain superfamily protein (ApSRCR1)"	"GO:0005044; GO:0006909; GO:0016021; GO:0030659; GO:0045087"	"cytoplasmic vesicle membrane [GO:0030659]; integral component of membrane [GO:0016021]; scavenger receptor activity [GO:0005044]; innate immune response [GO:0045087]; phagocytosis [GO:0006909]"
"PGEN_.00g281640"	0.0142070917692731	"Scaffold_14"	13210361	13237095	"Q02395"	"MTF2_MOUSE"	"Metal-response element-binding transcription factor 2 (Metal regulatory transcription factor 2) (Metal-response element DNA-binding protein M96) (Polycomb-like protein 2) (mPCl2) (Zinc-regulated factor 1) (ZiRF1)"	"GO:0000122; GO:0000977; GO:0001227; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005925; GO:0006325; GO:0007379; GO:0019827; GO:0035064; GO:0043565; GO:0045893; GO:0045944; GO:0046872; GO:0048863; GO:0061086; GO:0061087; GO:1990830"	"cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; cellular response to leukemia inhibitory factor [GO:1990830]; chromatin organization [GO:0006325]; negative regulation of histone H3-K27 methylation [GO:0061086]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of histone H3-K27 methylation [GO:0061087]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; segment specification [GO:0007379]; stem cell differentiation [GO:0048863]; stem cell population maintenance [GO:0019827]"
"PGEN_.00g280420"	0.0143506452543668	"Scaffold_14"	10224525	10287990	"Q5T4S7"	"UBR4_HUMAN"	"E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600) (p600) (Zinc finger UBR1-type protein 1)"	"GO:0004842; GO:0005516; GO:0005654; GO:0005813; GO:0005829; GO:0005886; GO:0006511; GO:0008270; GO:0016020; GO:0016021; GO:0016032; GO:0035579; GO:0043312; GO:0070821; GO:0101003"	"centrosome [GO:0005813]; cytosol [GO:0005829]; ficolin-1-rich granule membrane [GO:0101003]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]; calmodulin binding [GO:0005516]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; neutrophil degranulation [GO:0043312]; ubiquitin-dependent protein catabolic process [GO:0006511]; viral process [GO:0016032]"
"PGEN_.00g055230"	0.0144606748463999	"Scaffold_02"	61169165	61208199	"Q5PQN1"	"HERC4_RAT"	"Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)"	"GO:0001650; GO:0004842; GO:0005829; GO:0007283; GO:0030154"	"cytosol [GO:0005829]; fibrillar center [GO:0001650]; ubiquitin-protein transferase activity [GO:0004842]; cell differentiation [GO:0030154]; spermatogenesis [GO:0007283]"
"PGEN_.00g019050"	0.0145101243103425	"Scaffold_01"	51696417	51703003	"Q9Y394"	"DHRS7_HUMAN"	"Dehydrogenase/reductase SDR family member 7 (EC 1.1.-.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1)"	"GO:0016020; GO:0016491"	"membrane [GO:0016020]; oxidoreductase activity [GO:0016491]"
"PGEN_.00g226840"	0.0145101243103425	"Scaffold_11"	7272683	7370846	"Q9VEN1"	"FLNA_DROME"	"Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)"	"GO:0000278; GO:0003779; GO:0005829; GO:0005886; GO:0007301; GO:0007303; GO:0007616; GO:0008045; GO:0008104; GO:0008302; GO:0008340; GO:0015629; GO:0030018; GO:0030708; GO:0030725; GO:0035182; GO:0035183; GO:0035204; GO:0035324; GO:0045179; GO:0045214; GO:0048149; GO:0051495"	"actin cytoskeleton [GO:0015629]; apical cortex [GO:0045179]; cytosol [GO:0005829]; female germline ring canal [GO:0035324]; female germline ring canal inner rim [GO:0035183]; female germline ring canal outer rim [GO:0035182]; plasma membrane [GO:0005886]; Z disc [GO:0030018]; actin binding [GO:0003779]; behavioral response to ethanol [GO:0048149]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; determination of adult lifespan [GO:0008340]; female germline ring canal formation [GO:0007301]; female germline ring canal formation, actin assembly [GO:0008302]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; germline ring canal formation [GO:0030725]; long-term memory [GO:0007616]; mitotic cell cycle [GO:0000278]; motor neuron axon guidance [GO:0008045]; negative regulation of lamellocyte differentiation [GO:0035204]; positive regulation of cytoskeleton organization [GO:0051495]; protein localization [GO:0008104]; sarcomere organization [GO:0045214]"
"PGEN_.00g272660"	0.0146083837437419	"Scaffold_13"	35472048	35480104	"Q13490"	"BIRC2_HUMAN"	"Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)"	"GO:0000209; GO:0001666; GO:0001741; GO:0001890; GO:0002756; GO:0003713; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0007166; GO:0007249; GO:0008270; GO:0009898; GO:0010803; GO:0016579; GO:0016740; GO:0031398; GO:0033209; GO:0034121; GO:0035631; GO:0035666; GO:0038061; GO:0039535; GO:0042127; GO:0042802; GO:0042981; GO:0043027; GO:0043066; GO:0043123; GO:0043130; GO:0043154; GO:0043161; GO:0045088; GO:0045121; GO:0045471; GO:0045595; GO:0047485; GO:0050727; GO:0051087; GO:0051291; GO:0051591; GO:0051726; GO:0060544; GO:0060546; GO:0061630; GO:0070266; GO:0070424; GO:0098770; GO:1901222; GO:1902443; GO:1902523; GO:1902524; GO:1902527; GO:1990001; GO:2000116; GO:2000377"	"CD40 receptor complex [GO:0035631]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; membrane raft [GO:0045121]; nucleus [GO:0005634]; XY body [GO:0001741]; chaperone binding [GO:0051087]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; FBXO family protein binding [GO:0098770]; identical protein binding [GO:0042802]; protein N-terminus binding [GO:0047485]; transcription coactivator activity [GO:0003713]; transferase activity [GO:0016740]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; cell surface receptor signaling pathway [GO:0007166]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; inhibition of cysteine-type endopeptidase activity involved in apoptotic process [GO:1990001]; MyD88-independent toll-like receptor signaling pathway [GO:0002756]; necroptotic process [GO:0070266]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of necroptotic process [GO:0060546]; negative regulation of ripoptosome assembly involved in necroptotic process [GO:1902443]; NIK/NF-kappaB signaling [GO:0038061]; placenta development [GO:0001890]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of protein K48-linked ubiquitination [GO:1902524]; positive regulation of protein K63-linked ubiquitination [GO:1902523]; positive regulation of protein monoubiquitination [GO:1902527]; positive regulation of protein ubiquitination [GO:0031398]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deubiquitination [GO:0016579]; protein heterooligomerization [GO:0051291]; protein polyubiquitination [GO:0000209]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of cell differentiation [GO:0045595]; regulation of cell population proliferation [GO:0042127]; regulation of cysteine-type endopeptidase activity [GO:2000116]; regulation of inflammatory response [GO:0050727]; regulation of innate immune response [GO:0045088]; regulation of necroptotic process [GO:0060544]; regulation of NIK/NF-kappaB signaling [GO:1901222]; regulation of nucleotide-binding oligomerization domain containing signaling pathway [GO:0070424]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of RIG-I signaling pathway [GO:0039535]; regulation of toll-like receptor signaling pathway [GO:0034121]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; response to cAMP [GO:0051591]; response to ethanol [GO:0045471]; response to hypoxia [GO:0001666]; TRIF-dependent toll-like receptor signaling pathway [GO:0035666]; tumor necrosis factor-mediated signaling pathway [GO:0033209]"
"PGEN_.00g031500"	0.014693903990529	"Scaffold_01"	86019349	86035420	"Q9WVL1"	"AP4S1_MOUSE"	"AP-4 complex subunit sigma-1 (AP-4 adaptor complex subunit sigma-1) (Adaptor-related protein complex 4 subunit sigma-1) (Sigma-1 subunit of AP-4) (Sigma-4-adaptin) (Sigma4-adaptin)"	"GO:0005802; GO:0006886; GO:0016192; GO:0030124; GO:0043231"	"AP-4 adaptor complex [GO:0030124]; intracellular membrane-bounded organelle [GO:0043231]; trans-Golgi network [GO:0005802]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]"
"PGEN_.00g004860"	0.0147962951993718	"Scaffold_01"	12561934	12572343	NA	NA	NA	NA	NA
"PGEN_.00g150810"	0.0149968444597561	"Scaffold_06"	56557349	56571135	"Q24JV4"	"U390_DANRE"	"UPF0390 protein zgc136864"	""	""
"PGEN_.00g208050"	0.0149968444597561	"Scaffold_10"	10439193	10482181	"Q32M08"	"DUS4L_MOUSE"	"tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like (EC 1.3.1.-) (tRNA-dihydrouridine synthase 4-like)"	"GO:0017150; GO:0050660"	"flavin adenine dinucleotide binding [GO:0050660]; tRNA dihydrouridine synthase activity [GO:0017150]"
"PGEN_.00g279760"	0.0150092778247717	"Scaffold_14"	8852832	8853149	NA	NA	NA	NA	NA
"PGEN_.00g298850"	0.0151314383541169	"Scaffold_15"	4701818	4716022	"Q5MJS3"	"FA20C_MOUSE"	"Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi-enriched fraction casein kinase) (GEF-CK)"	"GO:0001501; GO:0004674; GO:0005509; GO:0005524; GO:0005615; GO:0005737; GO:0005794; GO:0006468; GO:0016773; GO:0030145; GO:0030501; GO:0031214; GO:0036179; GO:0040036; GO:0045669; GO:0046034; GO:0051174; GO:0070166; GO:0071895; GO:0097187"	"cytoplasm [GO:0005737]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; manganese ion binding [GO:0030145]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; protein serine/threonine kinase activity [GO:0004674]; ATP metabolic process [GO:0046034]; biomineral tissue development [GO:0031214]; dentinogenesis [GO:0097187]; enamel mineralization [GO:0070166]; odontoblast differentiation [GO:0071895]; osteoclast maturation [GO:0036179]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; protein phosphorylation [GO:0006468]; regulation of fibroblast growth factor receptor signaling pathway [GO:0040036]; regulation of phosphorus metabolic process [GO:0051174]; skeletal system development [GO:0001501]"
"PGEN_.00g281980"	0.0151814798479099	"Scaffold_14"	13882667	13936365	NA	NA	NA	NA	NA
"PGEN_.00g090860"	0.0153679895825259	"Scaffold_04"	31752389	31805657	NA	NA	NA	NA	NA
"PGEN_.00g099340"	0.0155785657802694	"Scaffold_04"	54326585	54337736	"Q91YL7"	"PG2IP_MOUSE"	"PGAP2-interacting protein (Cell wall biogenesis protein 43 C-terminal homolog)"	"GO:0005783; GO:0006506; GO:0016021"	"endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; GPI anchor biosynthetic process [GO:0006506]"
"PGEN_.00g336040"	0.0155785657802694	"Scaffold_17"	26809399	26813144	NA	NA	NA	NA	NA
"PGEN_.00g223280"	0.0156371410524974	"Scaffold_10"	49846134	49868144	"Q7Z9I2"	"YCP9_SCHPO"	"Uncharacterized oxidoreductase C663.09c (EC 1.-.-.-)"	"GO:0005634; GO:0005829; GO:0016491; GO:0110095"	"cytosol [GO:0005829]; nucleus [GO:0005634]; oxidoreductase activity [GO:0016491]; cellular detoxification of aldehyde [GO:0110095]"
