"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","TP","gene","uniprot","uniprot_taxa.id"
"803","GO:0035516",0.00164380902279643,1,2,2,"oxidative DNA demethylase activity","MF","F","other molecular function","Day145","PGEN_.00g020710","Q13686","ALKB1"
"804","GO:0035516",0.00164380902279643,1,2,2,"oxidative DNA demethylase activity","MF","F","other molecular function","Day145","PGEN_.00g131030","Q9NXW9","ALKB4"
"805","GO:0042806",0.0349709408703923,0.997538981267812,2,6,"fucose binding","MF","F","other molecular function","Day145","PGEN_.00g263790","Q9I926","FUCL6"
"806","GO:0042806",0.0349709408703923,0.997538981267812,2,6,"fucose binding","MF","F","other molecular function","Day145","PGEN_.00g302590","Q9I925","FUCL7"
"807","GO:0032795",0.0404994014956764,1,1,1,"heterotrimeric G-protein binding","MF","F","other molecular function","Day145","PGEN_.00g102230","Q9R1K9","CETN2"
"808","GO:0050188",0.0405060609710242,1,1,1,"phosphoenolpyruvate mutase activity","MF","F","other molecular function","Day145","PGEN_.00g133110","P56839","PEPM"
"809","GO:0008418",0.0405073022630785,1,1,1,"protein-N-terminal asparagine amidohydrolase activity","MF","F","other molecular function","Day145","PGEN_.00g133680","Q7Q968","NTAQ1"
"810","GO:0070773",0.0405073022630785,1,1,1,"protein-N-terminal glutamine amidohydrolase activity","MF","F","other molecular function","Day145","PGEN_.00g133680","Q7Q968","NTAQ1"
"811","GO:0050358",0.0405116348598385,1,1,1,"tropinone reductase activity","MF","F","other molecular function","Day145","PGEN_.00g279140","P50164","TRN2"
"812","GO:0070579",0.0406329669916711,1,1,1,"methylcytosine dioxygenase activity","MF","F","other molecular function","Day145","PGEN_.00g020710","Q13686","ALKB1"
"813","GO:0004566",0.0406530694573685,1,1,1,"beta-glucuronidase activity","MF","F","other molecular function","Day145","PGEN_.00g142400","Q4FAT7","BGLR"
"814","GO:0003998",0.0411318585294801,1,1,1,"acylphosphatase activity","MF","F","other molecular function","Day145","PGEN_.00g028040","P41500","ACYP1"
"815","GO:0043175",0.0432367773044353,1,1,1,"RNA polymerase core enzyme binding","MF","F","other molecular function","Day145","PGEN_.00g076500","Q9UPN6","SCAF8"
"816","GO:0008670",0.0432914163466681,1,1,1,"2,4-dienoyl-CoA reductase (NADPH) activity","MF","F","other molecular function","Day145","PGEN_.00g049060","Q6NV34","DECR2"
"817","GO:0070224",0.0495105577417459,1,1,1,"sulfide:quinone oxidoreductase activity","MF","F","other molecular function","Day145","PGEN_.00g150990","Q9Y6N5","SQOR"
"1207","GO:0004518",0.00065655191986854,0.999975284804032,3,33,"nuclease activity","MF","F","other molecular function","Persistent","PGEN_.00g082390","Q8BR93","HARB1"
"1208","GO:0004518",0.00065655191986854,0.999975284804032,3,33,"nuclease activity","MF","F","other molecular function","Persistent","PGEN_.00g130160","Q8BR93","HARB1"
"1209","GO:0004518",0.00065655191986854,0.999975284804032,3,33,"nuclease activity","MF","F","other molecular function","Persistent","PGEN_.00g312690","Q6AZB8","HARB1"
"1210","GO:0016491",0.000782965300625463,0.999915064858733,5,98,"oxidoreductase activity","MF","F","other molecular function","Persistent","PGEN_.00g009320","Q6INU7","FRRS1"
"1211","GO:0016491",0.000782965300625463,0.999915064858733,5,98,"oxidoreductase activity","MF","F","other molecular function","Persistent","PGEN_.00g131030","Q9NXW9","ALKB4"
"1212","GO:0016491",0.000782965300625463,0.999915064858733,5,98,"oxidoreductase activity","MF","F","other molecular function","Persistent","PGEN_.00g213500","P9WQE8","PHAS"
"1213","GO:0016491",0.000782965300625463,0.999915064858733,5,98,"oxidoreductase activity","MF","F","other molecular function","Persistent","PGEN_.00g223280","Q7Z9I2","YCP9"
"1214","GO:0016491",0.000782965300625463,0.999915064858733,5,98,"oxidoreductase activity","MF","F","other molecular function","Persistent","PGEN_.00g312440","Q4V8B0","OXR1"
"1215","GO:0050694",0.00131310102103952,0.999981061119806,2,10,"galactose 3-O-sulfotransferase activity","MF","F","other molecular function","Persistent","PGEN_.00g129780","P61315","G3ST3"
"1216","GO:0050694",0.00131310102103952,0.999981061119806,2,10,"galactose 3-O-sulfotransferase activity","MF","F","other molecular function","Persistent","PGEN_.00g134400","P61315","G3ST3"
"1217","GO:0001733",0.00253532702103303,0.999946649444486,2,13,"galactosylceramide sulfotransferase activity","MF","F","other molecular function","Persistent","PGEN_.00g129780","P61315","G3ST3"
"1218","GO:0001733",0.00253532702103303,0.999946649444486,2,13,"galactosylceramide sulfotransferase activity","MF","F","other molecular function","Persistent","PGEN_.00g134400","P61315","G3ST3"
"1219","GO:0050358",0.00514123699839318,1,1,1,"tropinone reductase activity","MF","F","other molecular function","Persistent","PGEN_.00g279140","P50164","TRN2"
"1220","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g014370","Q11002","CANA"
"1221","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g043300","Q07076","ANXA7"
"1222","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g060650","Q5THR3","EFCB6"
"1223","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g065280","Q8BUG5","CAYP2"
"1224","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g075700","B3EWY9","MLP"
"1225","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g116710","B3EWY9","MLP"
"1226","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g124830","D3YXG0","HMCN1"
"1227","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g165230","Q8IWY4","SCUB1"
"1228","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g190430","O75096","LRP4"
"1229","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g198010","P05099","MATN1"
"1230","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g218470","O14594","NCAN"
"1231","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g252700","Q9ESQ5","TRPM4"
"1232","GO:0005509",0.00649244100911127,0.997559277868862,13,574,"calcium ion binding","MF","F","other molecular function","Persistent","PGEN_.00g263790","Q9I926","FUCL6"
"1233","GO:0005502",0.00881528564403798,0.999980666010919,1,2,"11-cis retinal binding","MF","F","other molecular function","Persistent","PGEN_.00g072260","Q5XXP2","OPN4"
"1234","GO:0004803",0.0099712850855085,0.999967016187084,1,3,"transposase activity","MF","F","other molecular function","Persistent","PGEN_.00g304970","D2GZW6","VRTN"
"1235","GO:0035516",0.0108985650434301,0.999970416655092,1,2,"oxidative DNA demethylase activity","MF","F","other molecular function","Persistent","PGEN_.00g131030","Q9NXW9","ALKB4"
"1236","GO:0016297",0.0116520160473794,1,1,1,"acyl-[acyl-carrier-protein] hydrolase activity","MF","F","other molecular function","Persistent","PGEN_.00g101840","Q8R197","SAST"
"1237","GO:0047381",0.0116520160473794,1,1,1,"dodecanoyl-[acyl-carrier-protein] hydrolase activity","MF","F","other molecular function","Persistent","PGEN_.00g101840","Q8R197","SAST"
"1238","GO:0004411",0.0120341616948917,1,1,1,"homogentisate 1,2-dioxygenase activity","MF","F","other molecular function","Persistent","PGEN_.00g060400","Q93099","HGD"
"1239","GO:0008425",0.0138511363994016,0.999952144422542,1,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","MF","F","other molecular function","Persistent","PGEN_.00g108510","B0KTX4","UBIG"
"1240","GO:0008689",0.0138511363994016,0.999952144422542,1,2,"3-demethylubiquinone-9 3-O-methyltransferase activity","MF","F","other molecular function","Persistent","PGEN_.00g108510","B0KTX4","UBIG"
"1241","GO:0004791",0.0162208672093868,0.999934289444986,1,2,"thioredoxin-disulfide reductase activity","MF","F","other molecular function","Persistent","PGEN_.00g043790","P97346","NXN"
"1242","GO:0004842",0.0229606781229505,0.994393142632294,5,178,"ubiquitin-protein transferase activity","MF","F","other molecular function","Persistent","PGEN_.00g015010","Q80TF4","KLH13"
"1243","GO:0004842",0.0229606781229505,0.994393142632294,5,178,"ubiquitin-protein transferase activity","MF","F","other molecular function","Persistent","PGEN_.00g033560","Q922B6","TRAF7"
"1244","GO:0004842",0.0229606781229505,0.994393142632294,5,178,"ubiquitin-protein transferase activity","MF","F","other molecular function","Persistent","PGEN_.00g216290","Q5XPI4","RN123"
"1245","GO:0004842",0.0229606781229505,0.994393142632294,5,178,"ubiquitin-protein transferase activity","MF","F","other molecular function","Persistent","PGEN_.00g308500","Q15386","UBE3C"
"1246","GO:0004842",0.0229606781229505,0.994393142632294,5,178,"ubiquitin-protein transferase activity","MF","F","other molecular function","Persistent","PGEN_.00g316170","Q5ZIJ9","MIB2"
"1247","GO:0016888",0.0231593901422799,0.999776543444417,1,6,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF","F","other molecular function","Persistent","PGEN_.00g308970","Q93075","TATD2"
"1248","GO:0004836",0.0238479887643272,0.999857410509874,1,2,"tyramine-beta hydroxylase activity","MF","F","other molecular function","Persistent","PGEN_.00g283380","Q9XTQ6","TBH1"
"1249","GO:0047134",0.0246974267946736,0.999796292464268,1,3,"protein-disulfide reductase activity","MF","F","other molecular function","Persistent","PGEN_.00g043790","P97346","NXN"
"1250","GO:0004813",0.0259210487200265,0.999775481761243,1,3,"alanine-tRNA ligase activity","MF","F","other molecular function","Persistent","PGEN_.00g183880","P21894","SYAC"
"1251","GO:0048306",0.0323304700758387,0.99724696863294,2,29,"calcium-dependent protein binding","MF","F","other molecular function","Persistent","PGEN_.00g043300","Q07076","ANXA7"
"1252","GO:0048306",0.0323304700758387,0.99724696863294,2,29,"calcium-dependent protein binding","MF","F","other molecular function","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"1253","GO:0000149",0.0326050916772669,0.997201472971177,2,31,"SNARE binding","MF","F","other molecular function","Persistent","PGEN_.00g024960","Q6BK42","DDI1"
"1254","GO:0000149",0.0326050916772669,0.997201472971177,2,31,"SNARE binding","MF","F","other molecular function","Persistent","PGEN_.00g185010","Q8BVI5","STX16"
"1255","GO:0017080",0.0329772489780401,0.999563173690803,1,5,"sodium channel regulator activity","MF","F","other molecular function","Persistent","PGEN_.00g057380","Q9ESD1","PRSS8"
"1256","GO:0032451",0.0367758683034257,0.999417441399359,1,7,"demethylase activity","MF","F","other molecular function","Persistent","PGEN_.00g131030","Q9NXW9","ALKB4"
"1257","GO:0050544",0.0373499933448714,0.999438632774207,1,5,"arachidonic acid binding","MF","F","other molecular function","Persistent","PGEN_.00g229290","P33274","CP4F1"
"1258","GO:0045545",0.0383728499769878,0.999443897442184,1,4,"syndecan binding","MF","F","other molecular function","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"1259","GO:0004620",0.0402610093798187,0.999387324035992,1,4,"phospholipase activity","MF","F","other molecular function","Persistent","PGEN_.00g279730","Q5R6S0","ABHGA"
"1260","GO:0047372",0.0406025930433539,0.999335706735796,1,5,"acylglycerol lipase activity","MF","F","other molecular function","Persistent","PGEN_.00g279730","Q5R6S0","ABHGA"
"1261","GO:0004784",0.0413323946839704,0.999311402902107,1,5,"superoxide dismutase activity","MF","F","other molecular function","Persistent","PGEN_.00g065700","P80174","SODC"
"1262","GO:0004190",0.0439018710943212,0.999126399334299,1,10,"aspartic-type endopeptidase activity","MF","F","other molecular function","Persistent","PGEN_.00g024960","Q6BK42","DDI1"
"1263","GO:0004758",0.0444882295220376,0.999250541202957,1,4,"serine C-palmitoyltransferase activity","MF","F","other molecular function","Persistent","PGEN_.00g171780","P97363","SPTC2"
"446","GO:0001772",0.0236644489288206,0.998530219415557,2,8,"immunological synapse","CC","C","plasma membrane","Day135","PGEN_.00g045860","Q8CIS0","CAR11"
"447","GO:0001772",0.0236644489288206,0.998530219415557,2,8,"immunological synapse","CC","C","plasma membrane","Day135","PGEN_.00g192760","Q96L92","SNX27"
"781","GO:0005927",0.0135495776304761,0.999674918343834,2,3,"muscle tendon junction","CC","C","plasma membrane","Day145","PGEN_.00g279870","P00522","ABL"
"782","GO:0005927",0.0135495776304761,0.999674918343834,2,3,"muscle tendon junction","CC","C","plasma membrane","Day145","PGEN_.00g043360","A1ZA47","ZASP"
"783","GO:0019897",0.0483663853255811,0.991743878796917,3,16,"extrinsic component of plasma membrane","CC","C","plasma membrane","Day145","PGEN_.00g165230","Q8IWY4","SCUB1"
"784","GO:0019897",0.0483663853255811,0.991743878796917,3,16,"extrinsic component of plasma membrane","CC","C","plasma membrane","Day145","PGEN_.00g279870","P00522","ABL"
"785","GO:0019897",0.0483663853255811,0.991743878796917,3,16,"extrinsic component of plasma membrane","CC","C","plasma membrane","Day145","PGEN_.00g057380","Q9ESD1","PRSS8"
"1179","GO:0019897",0.000312675534330777,0.999991544316542,3,16,"extrinsic component of plasma membrane","CC","C","plasma membrane","Persistent","PGEN_.00g057380","Q9ESD1","PRSS8"
"1180","GO:0019897",0.000312675534330777,0.999991544316542,3,16,"extrinsic component of plasma membrane","CC","C","plasma membrane","Persistent","PGEN_.00g165230","Q8IWY4","SCUB1"
"1181","GO:0019897",0.000312675534330777,0.999991544316542,3,16,"extrinsic component of plasma membrane","CC","C","plasma membrane","Persistent","PGEN_.00g279870","P00522","ABL"
"1182","GO:0005927",0.0387285948720382,0.999495844270666,1,3,"muscle tendon junction","CC","C","plasma membrane","Persistent","PGEN_.00g279870","P00522","ABL"
"332","GO:0042534",0.00685252051079187,1,2,2,NA,NA,"P","protein metabolism","Day10","PGEN_.00g270570","Q9JJZ4","UB2J1"
"333","GO:0042534",0.00685252051079187,1,2,2,NA,NA,"P","protein metabolism","Day10","PGEN_.00g060160","Q9Y385","UB2J1"
"119","GO:0051574",0.00973072594674847,1,2,2,"positive regulation of histone H3-K9 methylation","BP","P","protein metabolism","Day10","PGEN_.00g048200","Q96EB6","SIR1"
"120","GO:0051574",0.00973072594674847,1,2,2,"positive regulation of histone H3-K9 methylation","BP","P","protein metabolism","Day10","PGEN_.00g188270","Q62315","JARD2"
"121","GO:0051573",0.0111654662290537,1,2,2,"negative regulation of histone H3-K9 methylation","BP","P","protein metabolism","Day10","PGEN_.00g067800","Q9UBC3","DNM3B"
"122","GO:0051573",0.0111654662290537,1,2,2,"negative regulation of histone H3-K9 methylation","BP","P","protein metabolism","Day10","PGEN_.00g052930","O60341","KDM1A"
"123","GO:2000758",0.0119681388431475,1,2,2,"positive regulation of peptidyl-lysine acetylation","BP","P","protein metabolism","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"124","GO:2000758",0.0119681388431475,1,2,2,"positive regulation of peptidyl-lysine acetylation","BP","P","protein metabolism","Day10","PGEN_.00g004840","P54646","AAPK2"
"125","GO:0000185",0.0216172568199947,0.99804741183952,3,6,"activation of MAPKKK activity","BP","P","protein metabolism","Day10","PGEN_.00g036870","Q8CF89","TAB1"
"126","GO:0000185",0.0216172568199947,0.99804741183952,3,6,"activation of MAPKKK activity","BP","P","protein metabolism","Day10","PGEN_.00g033560","Q922B6","TRAF7"
"127","GO:0000185",0.0216172568199947,0.99804741183952,3,6,"activation of MAPKKK activity","BP","P","protein metabolism","Day10","PGEN_.00g143200","Q61097","KSR1"
"128","GO:0006482",0.0238685104670553,0.999220416355364,2,3,"protein demethylation","BP","P","protein metabolism","Day10","PGEN_.00g131030","Q9NXW9","ALKB4"
