"uniprot.id"	"gene"	"adj.pval.treatment"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
"Q5T5Y3"	"PGEN_.00g301440"	0.00579591778213156	32	654	827	"sp|Q5T5Y3|CAMP1_HUMAN"	25	645	4.29e-88	34.187	664	"CAMP1_HUMAN"	"Calmodulin-regulated spectrin-associated protein 1"	"CAMSAP1"	"Homo sapiens (Human)"	"GO:0000226; GO:0005516; GO:0005737; GO:0005874; GO:0007010; GO:0007026; GO:0008017; GO:0022604; GO:0030507; GO:0031113; GO:0031122; GO:0031175; GO:0051011"
NA	"PGEN_.00g133010"	0.00579591778213156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g173220"	0.00582934890216501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q24JV4"	"PGEN_.00g150810"	0.00587153656112072	1	98	159	"sp|Q24JV4|U390_DANRE"	1	98	2.11e-14	46	100	"U390_DANRE"	"UPF0390 protein zgc136864"	"zgc:136864"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	""
"Q68EK2"	"PGEN_.00g263050"	0.00600911719466826	70	438	616	"sp|Q68EK2|CALRL_DANRE"	68	423	1.57e-73	34.896	384	"CALRL_DANRE"	"Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)"	"calcrla calcrl si:dkey-249o24.2 zgc:100872"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0001525; GO:0001756; GO:0004948; GO:0005886; GO:0007166; GO:0016021; GO:0048844; GO:0055064"
NA	"PGEN_.00g125920"	0.00600911719466826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g173150"	0.00609616101593363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g118040"	0.00618413684458595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8JZW5"	"PGEN_.00g321190"	0.00620605142558536	28	137	218	"sp|Q8JZW5|SH2D5_MOUSE"	200	309	2.75e-18	40	110	"SH2D5_MOUSE"	"SH2 domain-containing protein 5"	"Sh2d5"	"Mus musculus (Mouse)"	"GO:0014069; GO:0030054"
"Q5PQN1"	"PGEN_.00g055230"	0.00632443423492261	1	1057	2346	"sp|Q5PQN1|HERC4_RAT"	4	1050	0	48.964	1062	"HERC4_RAT"	"Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)"	"Herc4"	"Rattus norvegicus (Rat)"	"GO:0001650; GO:0004842; GO:0005829; GO:0007283; GO:0030154"
NA	"PGEN_.00g102300"	0.00647678695260859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g126360"	0.00656130345665491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P12394"	"PGEN_.00g198870"	0.0066429292511948	65	495	490	"sp|P12394|CP17A_CHICK"	12	449	9.78e-55	27.703	444	"CP17A_CHICK"	"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17)"	"CYP17A1 CYP17"	"Gallus gallus (Chicken)"	"GO:0004508; GO:0005506; GO:0006694; GO:0007548; GO:0008202; GO:0016020; GO:0020037; GO:0042446; GO:0042448; GO:0047442"
NA	"PGEN_.00g204090"	0.0066429292511948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O57683"	"PGEN_.00g263030"	0.00667709783192477	1	1307	5314	"sp|O57683|SF3B1_XENLA"	1	1349	0	76.513	1371	"SF3B1_XENLA"	"Splicing factor 3B subunit 1 (146 kDa nuclear protein) (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)"	"sf3b1"	"Xenopus laevis (African clawed frog)"	"GO:0000245; GO:0003729; GO:0005634; GO:0005681"
NA	"PGEN_.00g233470"	0.00669545507605094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g116850"	0.0067340305268541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g260930"	0.0067340305268541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P59759"	"PGEN_.00g050270"	0.00675485697057165	39	188	336	"sp|P59759|MRTFB_MOUSE"	160	313	3.9e-30	50	156	"MRTFB_MOUSE"	"Myocardin-related transcription factor B (MRTF-B) (MKL/myocardin-like protein 2)"	"Mrtfb Mkl2"	"Mus musculus (Mouse)"	"GO:0001701; GO:0001764; GO:0001889; GO:0003007; GO:0003700; GO:0003713; GO:0003779; GO:0005634; GO:0005737; GO:0007507; GO:0007517; GO:0010467; GO:0010468; GO:0030036; GO:0030900; GO:0031175; GO:0045844; GO:0045893; GO:0045944; GO:0048514; GO:0048568; GO:0048738; GO:0051145"
NA	"PGEN_.00g340570"	0.00675661623647877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q3V0L5"	"PGEN_.00g152680"	0.00675720410641497	242	608	271	"sp|Q3V0L5|LRC43_MOUSE"	53	390	7.15e-24	27.2	375	"LRC43_MOUSE"	"Leucine-rich repeat-containing protein 43"	"Lrrc43 Gm1061"	"Mus musculus (Mouse)"	""
"Q9CZP0"	"PGEN_.00g066760"	0.00681279431679941	31	213	378	"sp|Q9CZP0|UFSP1_MOUSE"	1	191	1.93e-44	42.564	195	"UFSP1_MOUSE"	"Ufm1-specific protease 1 (UfSP1) (EC 3.4.22.-)"	"Ufsp1 D5Ertd655e"	"Mus musculus (Mouse)"	"GO:0016790; GO:0071567"
"Q52KI8"	"PGEN_.00g059710"	0.00683107243764204	2	149	533	"sp|Q52KI8|SRRM1_MOUSE"	3	151	9.59e-55	65.772	149	"SRRM1_MOUSE"	"Serine/arginine repetitive matrix protein 1 (Plenty-of-prolines 101)"	"Srrm1 Pop101"	"Mus musculus (Mouse)"	"GO:0000375; GO:0000398; GO:0003677; GO:0005681; GO:0016363; GO:0016607"
"Q9BTC0"	"PGEN_.00g312300"	0.00691098943723373	1056	1195	447	"sp|Q9BTC0|DIDO1_HUMAN"	1798	1935	2.13e-42	52.143	140	"DIDO1_HUMAN"	"Death-inducer obliterator 1 (DIO-1) (hDido1) (Death-associated transcription factor 1) (DATF-1)"	"DIDO1 C20orf158 DATF1 KIAA0333"	"Homo sapiens (Human)"	"GO:0003723; GO:0005634; GO:0005737; GO:0005819; GO:0006351; GO:0046872; GO:0097190"
"O08774"	"PGEN_.00g259150"	0.00698485845670841	708	1067	341	"sp|O08774|RGS12_RAT"	100	458	2.86e-31	31.266	387	"RGS12_RAT"	"Regulator of G-protein signaling 12 (RGS12)"	"Rgs12"	"Rattus norvegicus (Rat)"	"GO:0001965; GO:0005096; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0030054; GO:0030425; GO:0030695; GO:0032991; GO:0038032; GO:0043025; GO:0045202; GO:0045744; GO:0097440"
"Q9VCA2"	"PGEN_.00g030310"	0.00699912781621456	36	474	628	"sp|Q9VCA2|ORCT_DROME"	8	457	1.4e-72	31.702	470	"ORCT_DROME"	"Organic cation transporter protein"	"Orct CG6331"	"Drosophila melanogaster (Fruit fly)"	"GO:0006811; GO:0006915; GO:0016021; GO:0022857"
"Q9Y2Q0"	"PGEN_.00g088610"	0.00702275082152185	721	1161	1354	"sp|Q9Y2Q0|AT8A1_HUMAN"	437	885	2.16e-169	56.667	450	"AT8A1_HUMAN"	"Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1)"	"ATP8A1 ATPIA"	"Homo sapiens (Human)"	"GO:0000287; GO:0005524; GO:0005783; GO:0005794; GO:0005802; GO:0005886; GO:0006869; GO:0007612; GO:0016020; GO:0016021; GO:0016887; GO:0019829; GO:0022857; GO:0030335; GO:0034220; GO:0035577; GO:0035579; GO:0042584; GO:0043231; GO:0043312; GO:0045332; GO:0055085; GO:0061092; GO:0070062; GO:0140327"
"A2AVA0"	"PGEN_.00g013990"	0.0071965406523574	1822	2714	566	"sp|A2AVA0|SVEP1_MOUSE"	925	1806	1.61e-56	27.878	947	"SVEP1_MOUSE"	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)"	"Svep1"	"Mus musculus (Mouse)"	"GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020"
"Q67FQ3"	"PGEN_.00g075760"	0.00725896157955763	1	172	441	"sp|Q67FQ3|ARHB_XENLA"	1	171	5.68e-52	51.977	177	"ARHB_XENLA"	"Low density lipoprotein receptor adapter protein 1-B (Autosomal recessive hypercholesterolemia protein homolog beta) (ARH beta) (xARH beta)"	"ldlrap1-b"	"Xenopus laevis (African clawed frog)"	"GO:0005737; GO:0006897; GO:0008203"
NA	"PGEN_.00g051440"	0.00725896157955763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Y394"	"PGEN_.00g019050"	0.00737113083508779	27	324	536	"sp|Q9Y394|DHRS7_HUMAN"	22	291	2.97e-65	39.13	299	"DHRS7_HUMAN"	"Dehydrogenase/reductase SDR family member 7 (EC 1.1.-.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1)"	"DHRS7 DHRS7A RETSDR4 SDR34C1 CGI-86 UNQ285/PRO3448"	"Homo sapiens (Human)"	"GO:0016020; GO:0016491"
"P29995"	"PGEN_.00g237150"	0.00737632001718126	2477	2654	225	"sp|P29995|ITPR2_RAT"	8	183	5.46e-20	33.708	178	"ITPR2_RAT"	"Inositol 1,4,5-trisphosphate receptor type 2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)"	"Itpr2"	"Rattus norvegicus (Rat)"	"GO:0001666; GO:0005220; GO:0005509; GO:0005623; GO:0005737; GO:0005783; GO:0005789; GO:0005886; GO:0005938; GO:0006816; GO:0015278; GO:0016021; GO:0016529; GO:0030424; GO:0030659; GO:0030667; GO:0033017; GO:0035091; GO:0043209; GO:0043235; GO:0051209; GO:0070679; GO:0071320; GO:0071361; GO:0071456; GO:0097110"
"Q4R562"	"PGEN_.00g238380"	0.0073770812503466	4	166	637	"sp|Q4R562|ARRB1_MACFA"	20	182	1.95e-81	70.552	163	"ARRB1_MACFA"	"Beta-arrestin-1 (Arrestin beta-1)"	"ARRB1 QccE-17776"	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"GO:0001934; GO:0002092; GO:0005634; GO:0005886; GO:0005905; GO:0006511; GO:0007165; GO:0015031; GO:0031143; GO:0031410; GO:0045746"
NA	"PGEN_.00g097490"	0.00739597592543733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g171360"	0.00741362806090584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O95563"	"PGEN_.00g072980"	0.00746772545237262	13	127	362	"sp|O95563|MPC2_HUMAN"	5	119	1.57e-44	57.391	115	"MPC2_HUMAN"	"Mitochondrial pyruvate carrier 2 (Brain protein 44)"	"MPC2 BRP44"	"Homo sapiens (Human)"	"GO:0005634; GO:0005739; GO:0006850; GO:0031305; GO:0035774; GO:0050833; GO:0061732"
NA	"PGEN_.00g107050"	0.00766379033817022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8N6D5"	"PGEN_.00g278540"	0.00769903409018447	62	203	277	"sp|Q8N6D5|ANR29_HUMAN"	2	143	3.69e-29	42.958	142	"ANR29_HUMAN"	"Ankyrin repeat domain-containing protein 29"	"ANKRD29"	"Homo sapiens (Human)"	""
"Q2KID4"	"PGEN_.00g270640"	0.00784574674236961	2	189	605	"sp|Q2KID4|DNAL1_BOVIN"	4	197	2.57e-79	61.856	194	"DNAL1_BOVIN"	"Dynein light chain 1, axonemal"	"DNAL1"	"Bos taurus (Bovine)"	"GO:0003774; GO:0005737; GO:0005874; GO:0030286; GO:0036158; GO:0042995; GO:0043014; GO:0045504"
NA	"PGEN_.00g142500"	0.00802589552317392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g134790"	0.00802808445829049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g234910"	0.00802808445829049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g097530"	0.00809764727618849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"C6KFA3"	"PGEN_.00g059160"	0.00836090262944583	517	1137	843	"sp|C6KFA3|AGRG6_DANRE"	377	1025	4.12e-94	32.738	672	"AGRG6_DANRE"	"Adhesion G-protein coupled receptor G6 (G-protein coupled receptor 126) [Cleaved into: ADGRG6 N-terminal fragment (ADGRG6-NTF); ADGRG6 C-terminal fragment (ADGRG6-CTF)]"	"adgrg6 gpr126"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0001503; GO:0004930; GO:0005518; GO:0005887; GO:0007005; GO:0007166; GO:0007186; GO:0007189; GO:0007507; GO:0014037; GO:0019933; GO:0022011; GO:0032290; GO:0042552; GO:0043236; GO:0043583; GO:0048932; GO:0050840; GO:0060347; GO:0060879; GO:1903670"
"Q96Q15"	"PGEN_.00g050570"	0.00839124597870581	1723	3661	3968	"sp|Q96Q15|SMG1_HUMAN"	1310	3137	0	43.673	1960	"SMG1_HUMAN"	"Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein)"	"SMG1 ATX KIAA0421 LIP"	"Homo sapiens (Human)"	"GO:0000184; GO:0003723; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006281; GO:0006406; GO:0018105; GO:0032204; GO:0042162; GO:0046777; GO:0046854; GO:0046872; GO:2001020"
NA	"PGEN_.00g164900"	0.00839124597870581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8N2R8"	"PGEN_.00g233430"	0.00863501385042891	52	250	369	"sp|Q8N2R8|FA43A_HUMAN"	2	197	2.08e-39	41.951	205	"FA43A_HUMAN"	"Protein FAM43A"	"FAM43A PP7298"	"Homo sapiens (Human)"	""
"Q86VZ4"	"PGEN_.00g029240"	0.00865282651001886	450	500	185	"sp|Q86VZ4|LRP11_HUMAN"	724	774	4.95e-13	64.706	51	"LRP11_HUMAN"	"Low-density lipoprotein receptor-related protein 11 (LRP-11)"	"LRP11"	"Homo sapiens (Human)"	"GO:0005886; GO:0009408; GO:0009409; GO:0009414; GO:0009612; GO:0016021; GO:0033555; GO:0035902; GO:0042594; GO:0051219"
NA	"PGEN_.00g196380"	0.00868392382076894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O75626"	"PGEN_.00g076410"	0.00883978553892407	29	215	425	"sp|O75626|PRDM1_HUMAN"	2	188	8.41e-42	46.597	191	"PRDM1_HUMAN"	"PR domain zinc finger protein 1 (EC 2.1.1.-) (BLIMP-1) (Beta-interferon gene positive regulatory domain I-binding factor) (PR domain-containing protein 1) (Positive regulatory domain I-binding factor 1) (PRDI-BF1) (PRDI-binding factor 1)"	"PRDM1 BLIMP1"	"Homo sapiens (Human)"	"GO:0000122; GO:0000977; GO:0000978; GO:0001227; GO:0001763; GO:0001893; GO:0002250; GO:0003170; GO:0003281; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0007281; GO:0008168; GO:0009791; GO:0010628; GO:0031490; GO:0032259; GO:0032823; GO:0033082; GO:0035904; GO:0042127; GO:0042462; GO:0042826; GO:0043565; GO:0045087; GO:0045165; GO:0046872; GO:0048844; GO:0051136; GO:0060576; GO:0060707; GO:0060976; GO:1990654; GO:1990841"
"A8C752"	"PGEN_.00g011580"	0.00893458702188307	386	1414	593	"sp|A8C752|THADA_CHLAE"	210	1169	3.15e-60	24.514	1081	"THADA_CHLAE"	"Thyroid adenoma-associated protein homolog"	"THADA"	"Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)"	""
"Q7SXW4"	"PGEN_.00g204480"	0.0089483739931237	151	244	382	"sp|Q7SXW4|EMC3_DANRE"	1	94	5.05e-46	73.404	94	"EMC3_DANRE"	"ER membrane protein complex subunit 3 (Protein pob) (Transmembrane protein 111)"	"emc3 pob tmem111 zgc:63727"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005794; GO:0016021; GO:0030140; GO:0045494; GO:0060041; GO:0072546"
NA	"PGEN_.00g194090"	0.00899893116058429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8IPH9"	"PGEN_.00g207910"	0.00922851891754762	153	392	410	"sp|Q8IPH9|SLOB_DROME"	60	298	5.08e-44	32.932	249	"SLOB_DROME"	"Slowpoke-binding protein"	"Slob CG43756"	"Drosophila melanogaster (Fruit fly)"	"GO:0004672; GO:0005737; GO:0005886; GO:0007274; GO:0032780; GO:0042391; GO:0042594; GO:0043271; GO:0045202; GO:0050804"
"Q13686"	"PGEN_.00g020710"	0.00934778618561342	21	293	581	"sp|Q13686|ALKB1_HUMAN"	14	270	1.52e-69	43.636	275	"ALKB1_HUMAN"	"Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (EC 1.14.11.51) (DNA lyase ABH1) (EC 4.2.99.18) (DNA oxidative demethylase ALKBH1) (EC 1.14.11.33) (mRNA N(3)-methylcytidine demethylase) (EC 1.14.11.-)"	"ALKBH1 ABH ABH1 ALKBH"	"Homo sapiens (Human)"	"GO:0000049; GO:0001701; GO:0001764; GO:0001890; GO:0002101; GO:0005654; GO:0005719; GO:0005739; GO:0005783; GO:0006281; GO:0006307; GO:0006446; GO:0006448; GO:0008198; GO:0016706; GO:0031175; GO:0035513; GO:0035515; GO:0035516; GO:0042056; GO:0042245; GO:0043524; GO:0048589; GO:0070129; GO:0070579; GO:0070989; GO:0080111; GO:0103053; GO:0140078; GO:1990983; GO:1990984"
"O73925"	"PGEN_.00g065950"	0.00936295873149631	170	524	798	"sp|O73925|KCNQ1_SQUAC"	59	357	9.39e-100	50.82	366	"KCNQ1_SQUAC"	"Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"	"KCNQ1"	"Squalus acanthias (Spiny dogfish)"	"GO:0005249; GO:0005251; GO:0005516; GO:0005546; GO:0005737; GO:0005783; GO:0005886; GO:0008076; GO:0015271; GO:0016323; GO:0030659; GO:0034702; GO:0034765; GO:0045121; GO:0048839; GO:0050892; GO:0060453; GO:0070293; GO:0086009"
NA	"PGEN_.00g024960"	0.00943578777505138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q15262"	"PGEN_.00g234980"	0.00947160761875483	868	1436	827	"sp|Q15262|PTPRK_HUMAN"	767	1322	1.11e-89	35.579	579	"PTPRK_HUMAN"	"Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)"	"PTPRK PTPK"	"Homo sapiens (Human)"	"GO:0001750; GO:0004725; GO:0005001; GO:0005886; GO:0005887; GO:0005911; GO:0005912; GO:0006470; GO:0007155; GO:0007165; GO:0007179; GO:0008013; GO:0008285; GO:0009986; GO:0010839; GO:0016021; GO:0016477; GO:0019901; GO:0030054; GO:0030336; GO:0030424; GO:0030425; GO:0031175; GO:0031256; GO:0034394; GO:0034614; GO:0034644; GO:0043025; GO:0043231; GO:0045295; GO:0045786; GO:0045892; GO:0048041"
"Q6GNV7"	"PGEN_.00g113740"	0.00948737911409567	24	415	546	"sp|Q6GNV7|DIRC2_XENLA"	50	468	4.23e-63	36.085	424	"DIRC2_XENLA"	"Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog)"	"slc49a4 dirc2"	"Xenopus laevis (African clawed frog)"	"GO:0005765; GO:0016021; GO:0055085"
"Q6Y306"	"PGEN_.00g221160"	0.00949736975197496	244	648	812	"sp|Q6Y306|MRP9_RAT"	2	392	1.44e-95	40.295	407	"MRP9_RAT"	"Multidrug resistance-associated protein 9 (ATP-binding cassette sub-family C member 12)"	"Abcc12 Mrp9"	"Rattus norvegicus (Rat)"	"GO:0005524; GO:0016020; GO:0016021; GO:0016887; GO:0042626; GO:0055085"
"A0JMU5"	"PGEN_.00g080050"	0.00950863944720322	15	440	902	"sp|A0JMU5|ANM9_XENLA"	12	429	2.4e-106	40.278	432	"ANM9_XENLA"	"Protein arginine N-methyltransferase 9 (Protein arginine N-methyltransferase 10) (EC 2.1.1.320)"	"prmt9 prmt10"	"Xenopus laevis (African clawed frog)"	"GO:0005737; GO:0006397; GO:0016274; GO:0035243"
NA	"PGEN_.00g125020"	0.00950863944720322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P35440"	"PGEN_.00g170240"	0.00951384362545931	366	554	380	"sp|P35440|TSP2_CHICK"	127	315	5.44e-38	41.237	194	"TSP2_CHICK"	"Thrombospondin-2"	"THBS2 TSP2"	"Gallus gallus (Chicken)"	"GO:0005509; GO:0007155; GO:0008201; GO:0016525; GO:0062023"
NA	"PGEN_.00g105220"	0.00976350428439466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g004860"	0.0097931154405271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P70057"	"PGEN_.00g076930"	0.00985587317908038	119	334	813	"sp|P70057|KCNQ1_XENLA"	6	217	6.94e-104	74.537	216	"KCNQ1_XENLA"	"Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha xKvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"	"kcnq1 kvlqt1"	"Xenopus laevis (African clawed frog)"	"GO:0005249; GO:0005251; GO:0005516; GO:0005546; GO:0005737; GO:0005783; GO:0005886; GO:0008076; GO:0015271; GO:0016323; GO:0030659; GO:0034702; GO:0034765; GO:0045121; GO:0048839; GO:0050892; GO:0060453; GO:0070293; GO:0086009"
"Q92562"	"PGEN_.00g062420"	0.00986436483487586	6	907	2057	"sp|Q92562|FIG4_HUMAN"	3	916	0	46.336	928	"FIG4_HUMAN"	"Polyphosphoinositide phosphatase (EC 3.1.3.-) (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase) (SAC domain-containing protein 3)"	"FIG4 KIAA0274 SAC3"	"Homo sapiens (Human)"	"GO:0000139; GO:0004438; GO:0005783; GO:0005811; GO:0006661; GO:0007033; GO:0007626; GO:0010008; GO:0010976; GO:0031642; GO:0031901; GO:0031902; GO:0032288; GO:0043231; GO:0043473; GO:0043812; GO:0043813; GO:0048666; GO:0055037"
NA	"PGEN_.00g241500"	0.00999313143994595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A6QLA0"	"PGEN_.00g267200"	0.0100340945518399	338	1103	1924	"sp|A6QLA0|NFX1_BOVIN"	498	1262	0	48.906	777	"NFX1_BOVIN"	"Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)"	"NFX1"	"Bos taurus (Bovine)"	"GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0005886; GO:0006355; GO:0008270; GO:0016740; GO:0045347"
NA	"PGEN_.00g077300"	0.0101230452469248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B4J4Y2"	"PGEN_.00g031880"	0.0101272570395482	17	537	748	"sp|B4J4Y2|KTU_DROGR"	7	550	1.16e-83	34.72	553	"KTU_DROGR"	"Protein kintoun (Dynein assembly factor 2, axonemal homolog) (PP1-interacting protein 20)"	"Nop17l Ppi20 GH21580"	"Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)"	"GO:0005737; GO:0008157; GO:0060285; GO:0070286"
NA	"PGEN_.00g124870"	0.0101272570395482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q7SXP8"	"PGEN_.00g337050"	0.0102544412901358	1	422	1429	"sp|Q7SXP8|GMPAB_DANRE"	2	423	0	63.121	423	"GMPAB_DANRE"	"Mannose-1-phosphate guanyltransferase alpha-B (EC 2.7.7.13) (GDP-mannose pyrophosphorylase A-B) (GTP-mannose-1-phosphate guanylyltransferase alpha-b)"	"gmppab zgc:66135"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0004475; GO:0005525; GO:0009298"
NA	"PGEN_.00g303480"	0.0102750302077025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5SZK8"	"PGEN_.00g101610"	0.0103669867225266	55	3041	7418	"sp|Q5SZK8|FREM2_HUMAN"	30	2957	0	48.749	2997	"FREM2_HUMAN"	"FRAS1-related extracellular matrix protein 2 (ECM3 homolog)"	"FREM2"	"Homo sapiens (Human)"	"GO:0001654; GO:0002009; GO:0005604; GO:0005886; GO:0007154; GO:0007155; GO:0007507; GO:0016021; GO:0042733; GO:0046872; GO:0048839; GO:0070062"
"Q9UJS0"	"PGEN_.00g104460"	0.0104999476650513	10	666	1881	"sp|Q9UJS0|CMC2_HUMAN"	35	701	0	57.801	673	"CMC2_HUMAN"	"Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)"	"SLC25A13 ARALAR2"	"Homo sapiens (Human)"	"GO:0005313; GO:0005509; GO:0005739; GO:0005743; GO:0005887; GO:0006094; GO:0006754; GO:0006839; GO:0015183; GO:0015810; GO:0015813; GO:0042802; GO:0043490; GO:0045333; GO:0051592"
"D2GZW6"	"PGEN_.00g304970"	0.0105510693117657	56	292	178	"sp|D2GZW6|VRTN_AILME"	904	1152	1.28e-11	25.896	251	"VRTN_AILME"	"Vertnin"	"VRTN PANDA_002667"	"Ailuropoda melanoleuca (Giant panda)"	"GO:0004803; GO:0006313; GO:0043565"
"Q7Z9I2"	"PGEN_.00g223280"	0.0107621043492638	4	244	268	"sp|Q7Z9I2|YCP9_SCHPO"	19	257	3.64e-26	31.25	256	"YCP9_SCHPO"	"Uncharacterized oxidoreductase C663.09c (EC 1.-.-.-)"	"SPCC663.09c"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	"GO:0005634; GO:0005829; GO:0016491; GO:0110095"
